classification,commenttext
DESIGN,pdetermines figedge currently connected correct fignodes edges correct fignodes set edge rerouted ptypically used user amended property panel relationship one model element another graph needs react change peg participant association end changed pcalls helper method layoutthistoself avoid edge disappearing new source dest node todo method called far frequently called specific event received seems currently called whenever event received owner return boolean whether update sucessful
DESIGN,todo class moved package orgargoumlumluibehaviorcommon_behavior
DESIGN,todo dependency cycle fignodemodelelement figedgeme needed? introduce removable interface decouple
DESIGN,figmycircle figcircle corrected connectionpoint method methods calculates connected edge endsp todo gef version whole class removed since taken gef
DESIGN,compute border point ellipse edge stored upper left corner given parameterp todo gef version method fact whole class removed since taken gef revision param anotherpt remote point edge drawn return connection point boundary ellipse
DESIGN,class display graphics nary association association node ie diamond todo improve location stereotypes! author pepargoumlyahooes
DESIGN,constructor todo name parameter used icon tooltip makes tooltip impossible param modeclass next global editor mode param arg name new argument new mode param value value new argument new mode param name name command tooltip text
DESIGN,todo find better way hard coding colour?
DESIGN,todo send event instead calling explorer directly
DESIGN,todo find way replace dependency project
DESIGN,sets target property panel given target may either diagram modelelement target given fig check made fig owning modelelement occurs current diagram modelelement target deprecated argouml version visibility method change future replaced link orgargoumluitargetmanagertargetmanager todo mvw think deprecated param target new target see orgargoumluitabtargetsettargetjavalangobject
DESIGN,todo needs use different method used constructor wants allow method overridden
DESIGN,todo delegate specialist figname class?
DESIGN,todo replace magic numbers constants
